‫‪serialNum‬‬,url‬‬,name‬‬,year‬‬,producer‬‬,actors‬‬,genres‬‬
605,http://www.torec.net/sub.asp?sub_id=605,שחק אותה כמו מייקל   /  Like Mike, 2002, ג'ון שולץ,"באו וואו, מוריס צ'סטנט, ג'ונתן ליפניקי, ברדנה סונג, קריספן גלובר, רוברט פורסטר, יוג'ין לוי, ג'סי פלמונס, ג'וליוס צ'ארלס ריטר", קומדיה / ספורט / משפחה / פנטזיה
519,http://www.torec.net/sub.asp?sub_id=519,הנוכל המבריק   /  Blue Streak, 1999, לס מייפילד,"מיילס לוגן, קרלסון, דיקון, הרדקסטל, טוליי", קומדיה
520,http://www.torec.net/sub.asp?sub_id=520,על בנים ועל בנות   /  Boys And Girls, 2000, רובר איסקוב,"פרדי פרינז, קלייר פורלני, ג'יייסון ביגס, הת'ר דונהיו, אמנדה דטמר", קומדיה
521,http://www.torec.net/sub.asp?sub_id=521,יומנה של ברידג'ט ג'ונס   /  Bridget Jones's Diary, 2001, שרון מגווייר,"ג'ים ברודבנט, קולין פירת', יו גראנט, רנה זלווגר, שירלי הנדרסון, סאלי פיליפס, ג'יימס קאליס", קומדיה / רומנטיקה
522,http://www.torec.net/sub.asp?sub_id=522,מעודדות צמודות   /  Bring It On, 2000, פיטון ריד,"קירסטן דאנסט, לייזה דושקו, ג'סי בראודפורד, גבריאלןה אוניון, נאטינה ריד, שאמארי פירס, בראנדי ווליאמס", קומדיה
523,http://www.torec.net/sub.asp?sub_id=523,אחי   /  Brother, 2000, טקאשי קיטאנו,"טקאשי קיטארנו, עומר אפס, קלוד מאקי", מתח / פעולה
524,http://www.torec.net/sub.asp?sub_id=524,ילד בועה   /  Bubble Boy, 2001, בלייר הייס,"ג'ק גיילנהייל, דני טרג'ו, וורן טרוייר, מרלי שלטון", קומדיה
525,http://www.torec.net/sub.asp?sub_id=525,להתחיל מחדש   /  Cast Away, 2000, רוברט זמקיס,"טום הנקס, הלן האנט, ניק סירסי, כריס נות'", מתח / פעולה / הרפתקאות
527,http://www.torec.net/sub.asp?sub_id=527,תפוס אותי אם תוכל   /  Catch Me If You Can, 2002, סטיבן ספילברג,"ג'ניפר גארנר, איימי אדאמס, ליאונרדו דיקפריו, טום הנקס, מרטין שין, כריסטופר ווקן, נטלי ביי", ביוגרפיה / פשע / דרמה
528,http://www.torec.net/sub.asp?sub_id=528,משנים כיוון   /  Changing Lanes, 2002, ,"בן אפלק, סמואל ל. ג'קסון", רוג'ר מיטשל
529,http://www.torec.net/sub.asp?sub_id=529,המלאכיות של צ'רלי   /  Charlie's Angels, 2000, אם סי ג'י,"נטלי, דילאן, אלכס, בוסלי, אריק נוקס, ויויאן ווד, רוג'ר קורוו'ין, איש רזה, ג'ייסון, מיסטר ג'ונס", מתח / פעולה
486,http://www.torec.net/sub.asp?sub_id=486,ארבעת המופלאים   /  Fantastic Four, 2005, טים סטורי,"איואן גראפורד, ג'סיקה אלבה, כריס אוונס, מייקל ציקליס, קרי וושינגטון, ג'וליאן מקמאון, סטן לי"," פעולה,  מדע בדיוני."
487,http://www.torec.net/sub.asp?sub_id=487,דום   /  Doom, 2005, אנדז'יי ברטקוויאק,"דה רוק, קארל אורבן, רוזמונד פייק", מציצת כסף ממשחקי מחשב
516,http://www.torec.net/sub.asp?sub_id=516,רצח מתקתק   /  Blood Work, 2002, מייקל קונלי,"קלינט איסטווד, ג'ף דניאלס, אנג'ליקה יוסטון, טינה ליפרד, דינה איסווד", דרמה / מתח
517,http://www.torec.net/sub.asp?sub_id=517,שאיפות   /  Blow, 2001, טד דמי,"פנולופה קרוז, רייצ'ל גריפיתס, ריי ליאוטה, ג'וני דפ, ג'ורדי מולה, פרנקה פונטנה, פול רובנס", דרמה
518,http://www.torec.net/sub.asp?sub_id=518,בלו קראש   /  Blue Crush, 2002, ג'ון סטוקוול,"קייט בוסוורת' מישל רודריגז, סאנו לייק, מת'יו דייויס", דרמה / רומנטיקה
433,http://www.torec.net/sub.asp?sub_id=433,אטלנטיס-האימפריה האבודה   /  Atlantis The Lost Empire, 2001," גארי טראוסדייל , קירק וייז","מייקל ג'יי פוקס, ג'יימס גרנר, קרי אסמר, ליאונרד נימוי, דון נובלו, קלאודיה קריסטן, ז'קלין אובראדורס, ג'ון מהוני, דיוויד אוגדן סטירס, פלורנס סטנלי", אנימציה / ילדים
443,http://www.torec.net/sub.asp?sub_id=443,בליסטיק   /  Ballistic: Ecks vs. Sever, 2002, וויק קאוסייננדה,"אנתוניו בנדרס, לוסי לו, גרג הנרי, ריי פארק, טליסה סוטו", פעולה / מדע בדיוני / מתח
446,http://www.torec.net/sub.asp?sub_id=446,באראן   /  Baran, 2001, מג'יד מג'ידי,"זהרה בהרמי, חוסיין אבדיני, מוחמד אמיר נאג'י, עבאס רהימי, עלי באקשי", זר / הרפתקה / דרמה / רומנטיקה
450,http://www.torec.net/sub.asp?sub_id=450,בחדר המיטות   /  n The Bedroom, 2001, טוד פילד,"סיסי ספייסק, טום וילקינסון, מריסה טומיי, ניק סטאל, ווילאם מאפות'ר, וילאם וייז, סיליה וסטון", דרמה
456,http://www.torec.net/sub.asp?sub_id=456,האביר השחור   /  Black Knight, 2001, גילברט יונגר,"מרשה תומאסון, וינסנט ריגן, מרטין לורנס, טום וילקינסון", הרפתקה / קומדיה / פנטזיה
418,http://www.torec.net/sub.asp?sub_id=418,אמריקן פאי 2   /  American Pie 2, 2001, ג'.ב. רוג'רס,"ג'ייסון ביגס, שאנון אליזבת, אליסון האניגמן, כריס קליין, נטשה ליון, תומס איאן ניקולאס, טארה רייד, שון ווליאם, מינה סוברי, אדי קיי תומס, יוג'ין לוי", קומדיה
420,http://www.torec.net/sub.asp?sub_id=420,אמריקן ביוטי   /  American Beauty, 1999, סם מנדס,"לסטר ברנהם, קרולין ברנהם, גיין ברנהם, ריקי פיטס, אנג'לה, קולונל פיטס, באדי קיין", קומדיה
422,http://www.torec.net/sub.asp?sub_id=422,אמריקה ‏X ‏   /  American History X, 1998, טוני קיי,"אדוארד נורטון, אדוארד פרלונג, בוורלי ד'אנג'לו, אוורי ברוקס, ג'ניפר ליאן, איתן ספלי, סטייסי קיץ', פיירוזה באלק, אליוט גולד", דרמה / פשע / מתח
493,http://www.torec.net/sub.asp?sub_id=493,מים אפלים   /  Dark Water, 2005, וולטר סאלאס,"ג'ניפר קונלי, אריאל גייד, שלי דובל, לינדה אמונד, קמרון מנאיים, ג'ון סי ריילי, טים רות', דוגרי סקוט, פיט פוסטלטוויט", אימה
1076,http://www.torec.net/sub.asp?sub_id=1076,הצעקה - הטרילוגיה   /  Scream - The Ultimate Trilogy Collection, 1996, ,"נב קמפבל, דיוויד ארקט, קורטני קוקס", ווס קרייבן
1021,http://www.torec.net/sub.asp?sub_id=1021,ג'ון קיו   /  John Q, 2002, ניק קסאבטס,"דנזל וושינגטון, ג'יימס וודס, אן הייש, רוברט דובאל", דרמה
1037,http://www.torec.net/sub.asp?sub_id=1037,בלייד 3 - טריניטי   /  Blade Trinity, 2004, דיוויד ס. גוייר,"ווסלי סנייפס, קריס קריסטופרסון, ריאן ריינולדס, ג'סיקה בייל", מתח / פעולה
1039,http://www.torec.net/sub.asp?sub_id=1039,רובוטס   /  Robots, 2005, כריס וודג',"רובין וויליאמס, איאן מקגרגר, האלי ברי, מל ברוקס", ילדים / קומדיה
999,http://www.torec.net/sub.asp?sub_id=999,אהבה קולומביאנית   /  Columbian Love, 2004, שי כנות,"אסי כהן, מילי אביטל, אסנת חכים", דרמה / קומדיה / ישראלי
1000,http://www.torec.net/sub.asp?sub_id=1000,האושפיזין   /  Haushpizin, 2004, גידי דר,"שולי רנד, מיכל בת שבע רנד, שאול מזרחי, אילן גנני", דרמה / ישראלי
1001,http://www.torec.net/sub.asp?sub_id=1001,הכלה הסורית   /  The Syrian Bride, 2004, ערן ריקליס,"היאם עבאס, מכרם ח'ורי, קלרה ח'ורי, אשרף ברהום", דרמה
1002,http://www.torec.net/sub.asp?sub_id=1002,ניחוח אישה   /  Scent Of A Woman, 1992, מרטין ברסט,"אל פצ'ינו, כריס או'דונל, גבריאל אנוואר, פיליפ סימור הופמן", דרמה
1003,http://www.torec.net/sub.asp?sub_id=1003,שמונה לילות מטורפים   /  Eight Crazy Nights, 2002, סת' קירסלי,"אדם סנדלר, ג'קי טיטון, אוסטין סטאוט", אנימציה / ילדים
1017,http://www.torec.net/sub.asp?sub_id=1017,לב אמיץ   /  Braveheart, 1995, מל גיבסון,"מל גיבסון, סופי מרסיו", דרמה / פעולה
983,http://www.torec.net/sub.asp?sub_id=983,שחקני משנה   /  Actores Secundarios, 2005, פאצ'י בוסטוס וחורחה לייווה,"", תיעודי
985,http://www.torec.net/sub.asp?sub_id=985,חמישה ילדים והדבר   /  Five Children and It, 2004, ג'ון סטפנסון,"אדי איזארד (הקול של ה""דבר""), פרדי היימור, ג'ונתן ביילי, ג'סיקה קלרידג', פופי רוג'רס, אלק מוגלתון, קנט ברנג"," הרפתקאות, משפחה, פנטזיה"
991,http://www.torec.net/sub.asp?sub_id=991,באקסטר   /  The Baxter, 2005, מייקל שוולטר,"מייקל שוולטר, אליזבת בנקס, מישל וויליאמס, ", קומדיה / רומנטיקה
933,http://www.torec.net/sub.asp?sub_id=933,הצלצול   /  The Ring, 2002, גור ורבינסקי,"נעמי ווטס, מרטין הנדרסון, דיוויד דורפמן", אימה
949,http://www.torec.net/sub.asp?sub_id=949,מועדון הגולגלות   /  The Skulls, 2000, רוב כהן,"ג'ושוע ג'קסון, פול וולקר, היל הרפר, כריסטופר מקדונלד, לסלי ביל", דרמה / מתח
974,http://www.torec.net/sub.asp?sub_id=974,סילביה   /  sylvia, 2005, כריסטין ג'פס,"גווינת פאלטרו, דניאל קרייג", דרמה / רומנטית
905,http://www.torec.net/sub.asp?sub_id=905,מוצארט והלוויתן   /  Mozart And The Whale, 2005, ,"ג'וש הארטנט, גרי קול, אלן אבנג'ליסטה, שילה קלי", פיטר ניס
910,http://www.torec.net/sub.asp?sub_id=910,דברי ימי נארניה   /  The Chronicles of Narnia, 2005, אנדרו אדמסון,"ג'ורגי הנלי, וויליאם מוסלי, סקאנדר קינאס, אנה פופלוול, טילדה סווינטון, רופרט האוורט, ליאם ניסן, ג'ים ברודבנט, ריי וינסטון", הרפתקאות - פנטזיה
931,http://www.torec.net/sub.asp?sub_id=931,הפסנתרן   /  The Pianist, 2002, רומן פולנסקי,"אדריאן ברודי, מורין ליפמן, פרנק פינליי, ג'סיקה מיירס, תומס קרצ'מן, דורוטה", דרמה
866,http://www.torec.net/sub.asp?sub_id=866,עקיצה ב-60 שניות   /  Gone in Sixty Seconds, 2000, דומיניק סנה,"ניקולס קייג', ג'ובאני ריביסי, אנג'לינה ג'ולי, דלרוי לינדו, וויל פאטון, כריסטופר אקלסטון, צ'י מק'ברייד, רוברט דובאל, סקוט קאן, טימותי אוליפנט, וויליאם לי סקוט, ויני ג'ונס, ג'יימס דובאל, טי. ג'יי קרוס, מייקל פנה", פעולה / פשע / מתח
882,http://www.torec.net/sub.asp?sub_id=882,פלוטו נאש   /  The Adventures Of Pluto Nash, 2002, רון אנדרווד,"אדי מרפי, רוסריו דוסון", קומדיה / אקשן / מדע בדיוני
883,http://www.torec.net/sub.asp?sub_id=883,לא דופקות חשבון   /  The Banger Sisters, 2002, בוב דולמן,"ג'פרי ראש, גולדי הון, סוזן סרנדון, אריקה כריסטיאנסן", קומדיה
886,http://www.torec.net/sub.asp?sub_id=886,רואה בקלפים   /  The Gift, 2001, סם ריימי,"קייט בלנשט, קיאנו ריבס, ג'ובאני רביסי, קייטי הולמס, גרג קינר, הילרי סוואנק", מתח / אימה
892,http://www.torec.net/sub.asp?sub_id=892,בחורה טובה   /  The Good Girl, 2002, מיגל ארטטה,"ג'ניפר אניסטון, טים בלייק נלסון, מייק ווייט, ג'ייק גילנהול", דרמה
895,http://www.torec.net/sub.asp?sub_id=895,המטריקס   /  The Matrix, 1999, אנדי ולארי וואשובסקי,"קיאנו ריבס, לורנס פישבורן, קארי אן מוס", אקשן / פעולה / מדע בדיוני
898,http://www.torec.net/sub.asp?sub_id=898,המומיה 2   /  The Mummy Returns, 2001, סטיבן סאמרס,"ארנולד ווסלו, ג'ון האנה, רייצ'ל וויז, עודד פהר, ברנדון פרייזר", מתח / פעולה/\ הרפתקאות
44647,http://www.torec.net/sub.asp?sub_id=44647,שכנים 2   /  Neighbors 2: Sorority Rising, 2016, ניקולס סטולר,"רוז ביירן, קלואי גרייס מורץ, סת' רוגן, זאק אפרון, אייק ברינהולץ, דייב פרנקו", קומדיה
818,http://www.torec.net/sub.asp?sub_id=818,אלכס ואמה   /  Alex & Emma, 2003, רוב ריינר,"לוק ווילסון, קייט הדסון, רוב ריינר, דייויד פיימר, סופי מרסו, ג'ורדן לאנד, קלוריס ליצ'מן", קומדיה / רומנטיקה
819,http://www.torec.net/sub.asp?sub_id=819,אלפי   /  Alfie, 2004, ,"ג'וד לאו, סיאנה מילר, סוזן סרנדון, מאריסה טומיי, עומר אפס, ניאה לונג, ג'יין קארקווסקי", צ'ארלס שייר
822,http://www.torec.net/sub.asp?sub_id=822,והרי החדשות   /  Anchorman, 2004, אדם מקי',"וויל פרל, כריסטינה אפלגייט", קומדיה
804,http://www.torec.net/sub.asp?sub_id=804,נקמת הנינג'ה   /  Revenge Of The Ninja, 1983, סאם פירסטנברג,"שו קוסוגי, קית' ויטלי", אומנויות לחימה - פעולה - דרמה
812,http://www.torec.net/sub.asp?sub_id=812,בטווח המוות   /  The Marksman, 2005, מרכוס אדמס,"ווסלי סנייפ, אמה סאמס, וויליאם הופ, וורן דרוסה, סרג' סוריק", פעולה
750,http://www.torec.net/sub.asp?sub_id=750,פגוש את הפוקרס   /  Meet the Fockers, 2004, ג'יי רואץ',"בן סטילר, דסטין הופמן, רוברט דה נירו, בליית דאנר, ברברה סטרייסנד, טרי פולו, אוון וילסון", קומדיה
